name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,ɢ,⊙,Ħ,Σ,Ω
isfet,O_0,220304,1,1,2,1,1,2,2,2,3,3,3,1
thoth,O_0,14380385,4,2,3,3,3,4,1,3,2,2,2,2
Heka,O_inf,9270806,3,1,3,5,2,5,1,1,2,4,1,3
Ptah_heart,O_0,9783432,3,2,2,2,2,3,1,1,2,3,1,1
Ptah_tongue,O_inf,9271526,3,1,3,5,2,5,1,4,2,4,1,3
ka_vital_double,O_0,55692,1,1,1,2,1,5,2,1,1,2,1,1
ba_personality_soul,O_0,4863912,2,1,3,3,2,4,3,3,2,3,1,1
akh_glorified_spirit,O_inf,17056166,4,5,3,5,3,3,1,4,2,4,1,3
ib_heart_moral,O_0,5725513,2,2,3,3,2,4,1,1,2,3,1,2
ren_name_existence,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
shut_shadow,O_0,12480,1,1,1,1,1,5,2,1,1,1,1,1
sahu_spiritual_body,O_0,16969766,4,5,3,3,3,3,1,4,2,4,1,3
negative_confessions_system,O_0,1092480,1,2,2,1,1,5,2,1,1,1,1,1
soul_passing_42,O_inf,17055446,4,5,3,5,3,3,1,1,2,4,1,3
soul_failing_one_confession,O_0,1092480,1,2,2,1,1,5,2,1,1,1,1,1
medu_phonogram_type,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
medu_logogram_type,O_0,312048,1,1,2,3,1,4,2,1,2,1,1,1
medu_determinative_type,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
medu_duat_hour_6,O_0,9193034,3,1,3,3,3,3,1,1,2,3,1,3
medu_duat_hour_12,O_inf,17056166,4,5,3,5,3,3,1,4,2,4,1,3
medu_ma_at_check,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
medu_heka_execution,O_inf,9285926,3,1,3,5,3,5,1,4,2,4,1,3
medu_ka_vital_double,O_0,1092480,1,2,2,1,1,5,2,1,1,1,1,1
medu_ba_traveling_soul,O_0,528540,1,1,3,3,1,4,2,3,2,2,1,1
medu_akh_glorified,O_inf,17056166,4,5,3,5,3,3,1,4,2,4,1,3
medu_ib_heart,O_0,1176061,1,2,2,3,1,4,2,1,2,2,1,2
medu_ren_name,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
perfectoid_vN_algebra,O_0,14150242,4,2,2,3,2,4,1,4,2,3,3,3
perfectoid_vn_bare,O_2,14150194,4,2,2,3,2,4,1,4,1,3,3,3
perfectoid_vn_full,O_0,14150242,4,2,2,3,2,4,1,4,2,3,3,3
cep_obstruction_form,O_0,12217018,3,5,1,3,3,3,1,1,2,1,3,3
Modular_Almost_Purity_conjecture,O_0,14150242,4,2,2,3,2,4,1,4,2,3,3,3
Modular_Tilting_Correspondence_conjecture,O_0,16958242,4,5,3,3,2,4,1,4,2,3,3,3
type_III_factor,O_0,9095612,3,1,3,1,2,4,1,3,2,4,3,1
type_II_inf_factor,O_0,9182000,3,1,3,3,2,4,1,3,2,3,3,1
type_II_1_factor,O_inf,7551425,2,4,3,5,3,3,1,1,2,2,2,2
continuous_core_construction,O_0,9179120,3,1,3,3,2,3,1,3,2,3,3,1
arabic_alphabet,O_0,272160,1,1,2,2,1,5,2,3,1,1,1,1
greek_alphabet,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
sanskrit_varnamala,O_0,4647905,2,1,2,3,2,4,3,3,2,2,2,2
egyptian_hieroglyph_system,O_0,272168,1,1,2,2,1,5,2,3,1,1,3,1
iching_qian_111111,O_1,2950576,1,4,2,4,1,5,2,3,1,2,2,1
iching_kun_000000,O_1,2950564,1,4,2,4,1,5,2,3,1,1,2,1
iching_altyang_101010,O_1,2907376,1,4,2,3,1,5,2,3,1,2,2,1
iching_altyin_010101,O_1,2907376,1,4,2,3,1,5,2,3,1,2,2,1
iching_fu_000001,O_0,1136180,1,2,2,2,1,5,2,3,1,2,3,1
iching_gou_111110,O_0,1136180,1,2,2,2,1,5,2,3,1,2,3,1
iching_kan_010010,O_1,1177468,1,2,2,3,1,4,3,3,1,3,2,1
iching_li_101101,O_1,1177456,1,2,2,3,1,4,3,3,1,2,2,1
dagesh,O_inf,3220861,1,4,3,5,2,4,2,1,2,2,1,2
torah_tav_vav,O_0,7695450,2,4,4,4,1,3,1,1,2,4,2,3
emet_aleph_mem,O_0,7508970,2,4,3,4,3,3,1,4,2,4,2,3
shalom_shin_lamed,O_0,6803370,2,3,4,3,2,3,1,4,2,4,2,3
bereshit_bet_resh,O_0,7139057,2,4,2,1,1,4,3,3,1,2,2,2
torah_tav_vav_resh,O_0,7566330,2,4,4,1,1,3,1,3,2,4,2,3
shalom_shin_lamed_vav,O_0,6788970,2,3,4,3,1,3,1,4,2,4,2,3
bereshit_bet_resh_aleph,O_0,7134330,2,4,2,1,1,3,1,3,2,4,2,3
basque_language,O_0,5843060,2,2,4,1,1,4,3,3,1,2,3,1
hebrew_sanskrit_egyptian_join,O_inf,7552174,2,4,3,5,3,3,1,4,2,4,3,3
hebrew_basque_meet,O_0,5627056,2,2,3,1,1,4,3,3,1,2,2,1
egyptian_sanskrit_meet,O_0,272164,1,1,2,2,1,5,2,3,1,1,2,1
synthesized_language_medu,O_inf,7768174,2,4,4,5,3,3,1,4,2,4,3,3
seed_imscription_0,O_inf,7768174,2,4,4,5,3,3,1,4,2,4,3,3
target_language_tuple,O_inf,7768174,2,4,4,5,3,3,1,4,2,4,3,3
keterflow_language,O_inf,7768174,2,4,4,5,3,3,1,4,2,4,3,3
valent_bond,O_0,660480,1,1,4,1,1,5,2,1,1,1,1,1
covalent_bond,O_0,5555105,2,2,2,4,2,4,3,3,2,2,2,2
valency_concept,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
electron_orbital_system,O_0,16799094,4,5,2,4,3,4,1,1,2,1,2,3
valence_electron_orbital,O_0,5511901,2,2,2,3,2,4,3,3,2,2,1,2
chemical_bond_formation,O_0,5943905,2,2,4,3,2,4,3,3,2,2,2,2
hopfion,O_0,17171362,4,5,4,3,2,3,1,4,2,3,3,3
hopfion_peeled_Phi,O_0,8274250,2,5,3,2,2,4,1,1,1,1,3,3
free_will_holistic,O_inf,12736173,3,5,3,5,3,3,1,4,2,4,3,2
human_decision_making,O_0,4604672,2,1,2,2,2,4,3,3,1,3,3,1
quantum_randomness,O_0,41664,1,1,1,1,3,5,2,2,2.67,1,1,1
human_quantum_composite,O_0,4561616,2,1,2,1,2,4,3,3,2.67,3,3,1
bimeron,O_0,5079910,2,1,4,3,2,4,3,3,2,2,3,3
exclusion_zone_water,O_0,5900224,2,2,4,2,2,4,3,1,2,2,2,1
ez_water_peeled_phi,O_0,5900176,2,2,4,2,2,4,3,1,1,2,2,1
hydrophilic_surface,O_0,4548488,2,1,2,1,1,5,2,1,1,1,3,1
infrared_light,O_1,9458644,3,1,4,4,3,5,1,4,1,1,2,1
surface_light_composite,O_0,9300248,3,1,4,1,1,5,1,4,1,1,3,1
water_molecule,O_0,689760,1,1,4,1,3,5,2,3,1,1,1,1
liquid_water,O_0,5468225,2,2,2,2,2,4,3,1,2,2,2,2
ice_hexagonal,O_2,7033206,2,4,1,3,3,3,1,2,1,1,2,3
water_vapor,O_0,445156,1,1,3,1,1,5,2,3,3,1,2,1
supercritical_water,O_0,11041090,3,3,4,1,2,4,3,1,2.33,3,3,3
interstellar_water_ice,O_inf,16837293,4,5,2,5,3,2,1,4,2,4,3,2
human,O_1,5294656,2,2,1,3,2,4,2,2,1,2,2,1
civ_dm,O_0,10054641,3,2,3,3,3,2,1,3,2,3,3,2
pulsar_noise,O_1,9614656,3,2,1,3,2,4,2,2,1,2,2,1
interstellar_target,O_0,10054640,3,2,3,3,3,2,1,3,2,3,3,1
vav_aleph,O_inf,841524,1,1,4,5,2,3,1,3,2,4,1,1
aleph_aleph,O_0,7282626,2,4,2,4,2,4,3,1,2,2,2,3
mem_aleph,O_inf,7539678,2,4,3,5,2,3,3,4,2,3,2,3
p3,O_0,7724962,2,4,4,4,3,3,1,4,2,3,3,3
p3_fixed,O_inf,7768162,2,4,4,5,3,3,1,4,2,3,3,3
light,O_inf,7768162,2,4,4,5,3,3,1,4,2,3,3,3
holospinor_algebra,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
exceptional_tensor_algebra,O_0,9307848,3,1,4,1,2,2,3,3,2.67,3,1,1
polytope_commutator_algebra,O_0,7296065,2,4,2,4,3,4,2,1,2,2,2,2
lee_yang_criticality_algebra,O_2†,16955422,4,5,3,3,2,3,1,4,2.33,4,3,3
hologram_lattice_algebra,O_0,16498865,4,5,1,2,3,4,3,2,2,2,2,2
topological_vortex_algebra,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
temporal_lattice_algebra,O_0,9180092,3,1,3,3,2,3,2,3,2,4,3,1
holographic_light_algebra,O_inf,17056161,4,5,3,5,3,3,1,4,2,3,3,2
primed_radical_algebra,O_0,5468225,2,2,2,2,2,4,3,1,2,2,2,2
noether_charge_u1,O_inf,17055925,4,5,3,5,3,3,1,3,2,4,1,2
evolution_open_ended,O_0,5681841,2,2,3,2,2,3,3,3,2,3,3,2
cosmology_large_scale,O_0,16537533,4,5,1,3,3,3,1,3,2,4,3,2
adaptation_open_ended,O_0,9351680,3,1,4,2,2,3,1,2,2,3,3,1
meet_evolution_cosmology,O_0,5249841,2,2,1,2,2,3,3,3,2,3,3,2
meet_triad,O_0,4385600,2,1,1,2,2,3,3,2,2,3,3,1
quantum_observation_basic,O_0,14512988,4,2,4,1,3,5,1,3,2.67,4,3,1
boolean_chain,O_1,358084,1,1,2,4,1,5,2,1,1,1,2,1
symplectic_fermion_theory,O_0,16969773,4,5,3,3,3,3,1,4,2,4,3,2
extraterrestrial_visitors_holistic,O_0,12649773,3,5,3,3,3,3,1,4,2,4,3,2
complex_exceptional_algebra,O_2†,16955422,4,5,3,3,2,3,1,4,2.33,4,3,3
protected_temporal_algebra,O_0,9179134,3,1,3,3,2,3,1,3,2,4,3,3
asymmetric_critical_network_algebra,O_0,4993280,2,1,4,1,2,4,3,2,2,3,3,1
subcritical_holographic_algebra,O_1,16778901,4,5,2,4,2,2,1,1,1,2,3,2
bowtie_broadcast_algebra,O_0,6131349,2,3,1,2,3,4,3,4,2,2,3,2
seed_imscription_1,O_0,9179134,3,1,3,3,2,3,1,3,2,4,3,3
temperley_lieb_algebra,O_0,14106788,4,2,2,2,2,4,1,3,2,2,3,1
moonshine_voa,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
a_infinity_algebra,O_0,8891134,3,1,2,1,3,3,1,3,2,4,3,3
octonions,O_0,12649774,3,5,3,3,3,3,1,4,2,4,3,3
rota_baxter_algebra,O_0,14337188,4,2,3,2,3,4,1,3,2,2,3,1
hall_algebra_quiver,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
tropical_algebra,O_1,314888,1,1,2,3,1,5,2,1,1,1,3,1
classical_algebraic_geometry,O_0,16781830,4,5,2,4,2,3,1,1,2,2,3,3
generic_voa,O_0,16972652,4,5,3,3,3,4,1,4,2,4,3,1
voa_monster_tensor,O_0,16966893,4,5,3,3,3,2,1,4,2,4,3,2
ainfinity_algebra,O_0,14337428,4,2,3,2,3,4,1,4,2,2,3,1
linfinity_algebra,O_0,14337428,4,2,3,2,3,4,1,4,2,2,3,1
affine_kac_moody,O_0,9844390,3,2,2,3,3,4,1,3,2,2,3,3
finite_dim_lie_algebra,O_1,343680,1,1,2,3,3,5,2,1,1,1,1,1
loop_algebra,O_1,9844340,3,2,2,3,3,4,1,3,1,2,3,1
wzw_model,O_0,16972630,4,5,3,3,3,4,1,4,2,2,3,3
sugawara_construction,O_0,16972390,4,5,3,3,3,4,1,3,2,2,3,3
virasoro_algebra,O_0,10057522,3,2,3,3,3,3,1,3,2,3,3,3
level_k_representation,O_0,9841522,3,2,2,3,3,3,1,3,2,3,3,3
effect_algebra,O_0,5466308,2,2,2,2,2,4,1,1,2,2,3,1
boolean_algebra_sharp,O_0,5584328,2,2,2,5,1,5,1,1,1,1,3,1
mv_algebra,O_0,5466308,2,2,2,2,2,4,1,1,2,2,3,1
sharp_projection_algebra,O_inf,14250310,4,2,2,5,3,4,1,1,2,2,3,3
quantum_measurement_povm,O_0,14120708,4,2,2,2,3,4,1,1,2,2,3,1
jones_planar_algebra,O_0,14164388,4,2,2,3,3,4,1,3,2,2,3,1
subfactor_standard_invariant,O_0,14164388,4,2,2,3,3,4,1,3,2,2,3,1
sqrt_two,O_0,8893920,3,1,2,1,3,4,1,3,1,1,1,1
golden_ratio,O_0,8937408,3,1,2,2,3,4,1,4,2,1,1,1
eulers_number,O_0,9023820,3,1,2,4,3,4,1,4,2,2,1,1
continued_fractions,O_0,9757920,3,2,2,1,3,4,1,3,1,1,1,1
rational_numbers,O_1,2950080,1,4,2,4,1,5,2,1,1,1,1,1
imaginary_unit,O_0,9153132,3,1,3,2,3,4,1,3,1,2,1,1
complex_numbers,O_1,12695772,3,5,3,4,3,4,1,4,1,2,1,1
pure_imaginary,O_0,9153132,3,1,3,2,3,4,1,3,1,2,1,1
transcendental_numbers,O_0,9023820,3,1,2,4,3,4,1,4,2,2,1,1
algebraic_irrationals,O_0,8893920,3,1,2,1,3,4,1,3,1,1,1,1
pi_number,O_0,11615808,3,4,2,4,3,4,1,4,2,1,1,1
euler_identity,O_inf,12739045,3,5,3,5,3,4,1,4,2,4,1,2
pyromancy,O_0,445404,1,1,3,1,1,5,2,4,3,2,1,1
hydromancy,O_1,4648112,2,1,2,3,2,4,3,4,1,3,3,1
geomancy,O_2,2944326,1,4,2,4,1,3,2,1,1,1,2,3
aeromancy,O_0,5023652,2,1,4,2,1,5,1,4,3,2,3,1
electromancy,O_0,4881428,2,1,3,3,3,5,3,4,2,2,3,1
cryomancy,O_1,2958725,1,4,2,4,2,3,2,1,1,1,2,2
druidry,O_0,5555361,2,2,2,4,2,4,3,4,2,3,3,2
botanomancy,O_0,715740,1,1,4,2,2,4,2,3,2,2,1,1
biomancy,O_0,5957841,2,2,4,3,3,4,3,1,2,3,3,2
shamanism,O_0,13931122,4,2,1,3,2,3,1,3,2,3,3,3
healing_magic,O_0,5569025,2,2,2,4,3,4,3,1,2,2,2,2
necromancy,O_0,5203724,2,2,1,1,2,2,3,3,1,4,3,1
illusion,O_0,4593380,2,1,2,2,1,5,3,4,1,2,3,1
enchantment,O_0,4993760,2,1,4,1,2,4,3,4,2,3,3,1
divination,O_0,14535916,4,2,4,2,2,3,1,3,2,3,2,1
clairvoyance,O_0,16483036,4,5,1,2,2,4,1,4,2,3,2,1
telepathy,O_0,5078236,2,1,4,3,2,4,1,4,2,3,2,1
hypnosis,O_0,5883384,2,2,4,2,1,3,3,3,1,3,1,1
chronomancy,O_0,12649534,3,5,3,3,3,3,1,3,2,4,3,3
spatial_magic,O_0,17231830,4,5,4,4,3,4,1,4,2,2,3,3
transmutation,O_0,556852,1,1,3,3,3,4,2,1,2,1,2,1
conjuration,O_0,13893908,4,2,1,2,2,5,1,4,2,2,3,1
abjuration,O_1,2961605,1,4,2,4,2,4,2,1,1,1,2,2
banishing,O_0,4982380,2,1,4,1,1,5,3,4,3,3,2,1
evocation,O_0,41756,1,1,1,1,3,5,2,2,3,4,3,1
kinetic_magic,O_0,5900712,2,2,4,2,2,4,3,3,2,3,1,1
sonic_magic,O_0,5126212,2,1,4,4,2,5,3,4,2,1,2,1
radiomancy,O_0,4447509,2,1,1,3,3,5,1,4,2,2,3,2
blood_magic,O_0,1536076,1,2,4,1,2,4,2,1,2,3,2,1
demonology,O_0,13841852,4,2,1,1,2,2,1,3,2,4,3,1
maleficium,O_0,4976196,2,1,4,1,1,3,3,3,1,4,1,1
shadow_magic,O_0,5192204,2,2,1,1,1,3,3,3,1,4,3,1
hemomancy,O_0,712824,1,1,4,2,2,3,2,3,1,3,1,1
lumomancy,O_0,16586688,4,5,1,4,3,5,1,4,2,1,1,1
astromancy,O_0,13242800,4,1,2,2,2,4,1,3,2,3,3,1
lunar_magic,O_0,14583905,4,2,4,3,2,4,3,3,2,2,2,2
solar_magic,O_0,17018720,4,5,3,4,3,5,1,4,2,3,3,1
runic_magic,O_0,265924,1,1,2,2,1,3,2,1,1,1,2,1
sigil_magic,O_0,1087488,1,2,2,1,1,3,2,4,2,1,1,1
sympathetic_magic,O_0,1135684,1,2,2,2,1,5,2,1,1,1,2,1
contagious_magic,O_0,669132,1,1,4,1,2,3,2,1,1,2,1,1
ceremonial_magic,O_0,14305268,4,2,3,2,1,3,1,2,2,2,3,1
alchemy,O_inf,7537521,2,4,3,5,2,3,1,3,2,3,3,2
witchcraft_folk,O_0,4369928,2,1,1,2,1,3,2,1,1,1,3,1
hoodoo_rootwork,O_0,5496065,2,2,2,3,1,4,2,1,2,2,2,2
vodou,O_0,16958241,4,5,3,3,2,4,1,4,2,3,3,2
pow_wow,O_1,7221121,2,4,2,3,1,3,2,1,1,1,1,2
curanderismo,O_0,5449937,2,2,2,2,1,3,2,1,1,2,2,2
hedge_witchcraft,O_0,6591912,2,3,3,3,2,4,3,3,2,3,1,1
chaos_magic,O_0,13502228,4,1,3,3,2,4,1,4,2,2,3,1
psionics,O_0,17105120,4,5,4,1,3,5,1,4,2,3,3,1
technomancy,O_0,13519509,4,1,3,3,3,5,1,4,2,2,3,2
cybermancy,O_0,17191510,4,5,4,3,3,5,1,4,2,2,3,3
artificing,O_1,1389125,1,2,3,3,1,3,2,1,1,1,2,2
oneiromancy,O_0,14538800,4,2,4,2,2,4,1,3,2,3,3,1
cartomancy,O_0,5928540,2,2,4,3,1,4,2,3,2,2,1,1
pyrokinetics,O_0,14513328,4,2,4,1,3,5,2,1,2,1,1,1
tactile_magic,O_0,3266940,1,4,4,1,2,5,2,1,2,2,1,1
ink_magic,O_0,14363360,4,2,3,3,2,3,1,4,2,3,3,1
A1,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
A2†,O_0,9179134,3,1,3,3,2,3,1,3,2,4,3,3
A2,O_0,4859134,2,1,3,3,2,3,1,3,2,4,3,3
A3,O_0,4993280,2,1,4,1,2,4,3,2,2,3,3,1
A4,O_1,16778901,4,5,2,4,2,2,1,1,1,2,3,2
A5,O_0,6131349,2,3,1,2,3,4,3,4,2,2,3,2
A3_otimes_A2dag,O_0,9308734,3,1,4,1,2,3,1,3,2,4,3,3
A4_otimes_A5,O_0,16693269,4,5,2,2,2,2,1,4,2,2,3,2
L1_embedding,O_1,2906880,1,4,2,3,1,5,2,1,1,1,1,1
L2_gating,O_0,759900,1,1,4,3,2,4,3,3,2,2,1,1
L3_attention_1,O_0,7451361,2,4,3,3,2,3,1,4,2,3,3,2
L4_attention_2,O_0,12649774,3,5,3,3,3,3,1,4,2,4,3,3
L5_frobenius,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
L6_output,O_1,2898240,1,4,2,3,1,2,2,1,1,1,1,1
L4_otimes_L5,O_0,16969774,4,5,3,3,3,3,1,4,2,4,3,3
stream_V_alchemy,O_inf,3217494,1,4,3,5,2,3,1,3,2,1,2,3
fusion_VT,O_inf,17041746,4,5,3,5,2,3,1,4,2,2,2,3
gamma_and,O_0,2604480,1,4,1,1,1,5,2,1,1,1,1,1
gamma_or,O_0,2648112,1,4,1,2,1,5,2,2,3,1,1,1
gamma_seq,O_0,9356716,3,1,4,2,2,4,3,3,2,3,2,1
gamma_broad,O_0,16572298,4,5,1,4,2,5,1,4,2,1,3,3
meet_alchemy_grammar,O_inf,3220373,1,4,3,5,2,4,1,3,2,1,2,2
join_alchemy_grammar,O_inf,17041746,4,5,3,5,2,3,1,4,2,2,2,3
optimal_oinf_block,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
optimal_o2d_block,O_0,12649774,3,5,3,3,3,3,1,4,2,4,3,3
optimal_o2_block,O_0,16969774,4,5,3,3,3,3,1,4,2,4,3,3
optimal_o1_block,O_0,16969772,4,5,3,3,3,3,1,4,2,4,3,1
optimal_o0_block,O_0,17056126,4,5,3,5,3,3,1,4,1,4,3,3
A1_copt,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
A2d_copt,O_0,12635134,3,5,3,3,2,3,1,3,2,4,3,3
A2_copt,O_0,8315134,2,5,3,3,2,3,1,3,2,4,3,3
A3_copt,O_0,8447360,2,5,4,1,2,4,1,2,2,3,3,1
A5_copt,O_0,7857430,2,5,1,2,3,4,1,4,2,2,3,3
frobenius_head,O_inf,17044625,4,5,3,5,2,4,1,4,2,2,2,2
ep_intake_block,O_0,6131349,2,3,1,2,3,4,3,4,2,2,3,2
critical_memory_block,O_0,9179133,3,1,3,3,2,3,1,3,2,4,3,2
meet_seq_broad,O_0,8711572,3,1,1,2,2,5,3,3,2,1,2,1
k_slow_minimal,O_0,6768,1,1,1,1,1,3,2,1,2,1,1,1
k_trap_minimal,O_0,3888,1,1,1,1,1,2,2,1,2,1,1,1
k_fast_minimal,O_0,12528,1,1,1,1,1,5,2,1,2,1,1,1
k_trap_frobenius,O_inf,17053294,4,5,3,5,3,2,1,4,2,4,3,3
topo_network,O_0,113096,1,1,1,3,2,5,1,4,2,1,3,1
topo_in,O_0,5525825,2,2,2,3,3,4,3,1,2,2,2,2
topo_bowtie,O_0,6807921,2,3,4,3,2,4,3,3,2,3,3,2
topo_box,O_inf,7551894,2,4,3,5,3,3,1,3,2,1,2,3
topo_holo,O_0,16969774,4,5,3,3,3,3,1,4,2,4,3,3
meet_bowtie_box,O_0,6591893,2,3,3,3,2,4,3,3,2,1,2,2
join_network_holo,O_0,16969774,4,5,3,3,3,3,1,4,2,4,3,3
consciousness_minimal_05,O_0,3468530,1,5,1,1,1,5,2,1,2,1,1,3
minimal_and,O_1,142084,1,1,1,4,1,5,2,1,1,1,2,1
minimal_or,O_inf,142516,1,1,1,4,1,5,2,2,3,1,2,1
minimal_seq,O_0,9338472,3,1,4,2,1,3,2,3,2,3,1,1
minimal_broad,O_0,17234709,4,5,4,4,3,5,1,4,2,2,3,2
pure_T_network,O_0,8997412,3,1,2,4,1,5,1,2,2,1,2,1
pure_T_in,O_0,5897348,2,2,4,2,2,3,3,1,2,2,3,1
pure_T_bowtie,O_0,6606305,2,3,3,3,3,4,3,3,2,2,2,2
pure_T_boxtimes,O_0,3157490,1,4,3,4,1,2,2,1,2,1,1,3
pure_T_odot,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
comp_o0,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
comp_o1,O_0,228528,1,1,2,1,1,5,2,1,2,1,1,1
comp_o2,O_0,4548529,2,1,2,1,1,5,2,1,2,1,1,2
comp_o2dag,O_0,8868529,3,1,2,1,1,5,2,1,2,1,1,2
comp_oinf,O_inf,9041329,3,1,2,5,1,5,2,1,2,1,1,2
minimal_critical,O_0,12528,1,1,1,1,1,5,2,1,2,1,1,1
block_p_asym,O_0,12528,1,1,1,1,1,5,2,1,2,1,1,1
block_p_psi,O_0,55728,1,1,1,2,1,5,2,1,2,1,1,1
block_p_pm,O_0,98928,1,1,1,3,1,5,2,1,2,1,1,1
block_p_sym,O_0,142128,1,1,1,4,1,5,2,1,2,1,1,1
block_p_pm_sym,O_inf,185328,1,1,1,5,1,5,2,1,2,1,1,1
gb_o0,O_0,12528,1,1,1,1,1,5,2,1,2,1,1,1
gb_oz2,O_0,12529,1,1,1,1,1,5,2,1,2,1,1,2
gb_oz,O_0,12530,1,1,1,1,1,5,2,1,2,1,1,3
gg_o0,O_0,13488,1,1,1,1,1,5,3,1,2,1,1,1
gg_oz2,O_0,13489,1,1,1,1,1,5,3,1,2,1,1,2
gg_oz,O_0,13490,1,1,1,1,1,5,3,1,2,1,1,3
ga_o0,O_0,11568,1,1,1,1,1,5,1,1,2,1,1,1
ga_oz2,O_0,11569,1,1,1,1,1,5,1,1,2,1,1,2
ga_oz,O_0,11570,1,1,1,1,1,5,1,1,2,1,1,3
f5_block_max_tier,O_inf,3641328,1,5,1,5,1,5,2,1,2,1,1,1
f4_block_max_c,O_0,13399524,4,1,3,1,1,3,2,4,2,4,1,1
f3_block_max_topo,O_0,40378,1,1,1,1,3,5,1,1,2,1,3,3
crystal_navigator,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
quivercrystal_gnn,O_inf,13585761,4,1,3,5,2,3,1,4,2,3,3,2
gate2_ok,O_0,309168,1,1,2,3,1,3,2,1,2,1,1,1
gate2_trap,O_0,306288,1,1,2,3,1,2,2,1,2,1,1,1
gate2_mbl,O_0,303408,1,1,2,3,1,1,2,1,2,1,1,1
frobenius_layer_exact,O_inf,6677328,2,3,3,5,2,4,2,3,2,1,1,1
frobenius_layer_approx,O_0,6634128,2,3,3,4,2,4,2,3,2,1,1,1
quivercrystal_gnn_v1,O_2†,16969798,4,5,3,3,3,3,1,4,2.33,2,3,3
quivercrystal_gnn_v2,O_2†,17056198,4,5,3,5,3,3,1,4,2.33,2,3,3
quivercrystal_navigator,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
quivercrystal_training_v2,O_0,8963361,3,1,2,3,2,3,1,4,2,3,3,2
gnn_prediction,O_inf,16840398,4,5,2,5,3,3,2,1,2,3,2,3
crystal_navigator_grammar,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
grammar_H0,O_inf,16840138,4,5,2,5,3,3,1,4,2,1,3,3
grammar_H1,O_inf,16840150,4,5,2,5,3,3,1,4,2,2,3,3
grammar_H2,O_inf,16840162,4,5,2,5,3,3,1,4,2,3,3,3
gnn_prediction_navigator,O_inf,16840398,4,5,2,5,3,3,2,1,2,3,2,3
k_slow_oinf,O_inf,179568,1,1,1,5,1,3,2,1,2,1,1,1
k_trap_oinf,O_inf,176688,1,1,1,5,1,2,2,1,2,1,1,1
k_mbl_oinf,O_inf,173808,1,1,1,5,1,1,2,1,2,1,1,1
fibonacci_anyon_o2,O_0,601751,1,1,3,4,3,4,3,4,2,2,3,4
oinf_omega_na_navigator,O_inf,16840175,4,5,2,5,3,3,1,4,2,4,3,4
omega_z_o2_equiv,O_0,601750,1,1,3,4,3,4,3,4,2,2,3,3
f3_fell_gbe_so1,O_inf,16812326,4,5,2,5,1,3,2,4,2,4,1,3
f3_fell_gbe_snn,O_inf,16812330,4,5,2,5,1,3,2,4,2,4,2,3
f3_fell_gbe_snm,O_inf,16812334,4,5,2,5,1,3,2,4,2,4,3,3
f3_fell_ggi_so1,O_inf,16813286,4,5,2,5,1,3,3,4,2,4,1,3
f3_fell_ggi_snn,O_inf,16813290,4,5,2,5,1,3,3,4,2,4,2,3
f3_fell_ggi_snm,O_inf,16813294,4,5,2,5,1,3,3,4,2,4,3,3
f3_fhbar_gbe_so1,O_inf,16841126,4,5,2,5,3,3,2,4,2,4,1,3
f3_fhbar_gbe_snn,O_inf,16841130,4,5,2,5,3,3,2,4,2,4,2,3
f3_fhbar_gal_snm,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
f3_low_extreme,O_inf,16812326,4,5,2,5,1,3,2,4,2,4,1,3
feedforward_mlp,O_0,228484,1,1,2,1,1,5,2,1,1,1,2,1
convolutional_network,O_1,746896,1,1,4,3,1,5,2,1,1,2,2,1
recurrent_network,O_0,10261037,3,2,4,3,2,3,3,3,2,3,2,2
transformer,O_0,4919842,2,1,3,4,3,4,1,4,2,3,3,3
diffusion_model,O_inf,11224170,3,3,4,5,3,3,1,4,2,4,2,3
state_space_model,O_0,10273522,3,2,4,3,3,3,1,3,2,3,3,3
grammar_self_encode,O_inf,16840174,4,5,2,5,3,3,1,4,2,4,3,3
maximal_nn,O_inf,17056175,4,5,3,5,3,3,1,4,2,4,3,4
O_inf_Omega_NA,O_inf,16840175,4,5,2,5,3,3,1,4,2,4,3,4
