name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,∋,⊙,⊥,⊞,⊡
syncon_grammar,O_inf,16407914,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
simple_network_topology,O_0,8650576,1.00,-2.00,-2.00,-2.00,-1.00,1.00,1.00,-2.00,-2.00,-1.00,0.00,-2.00
aleph_os,O_inf,16407914,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
exos,O_2†,15543970,2.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,1.00
proof_syncon_draft,O_0,9298616,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-2.00
initial_test,O_0,657600,-2.00,-2.00,2.00,-2.00,-1.00,1.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
cardinality_one_theorem,O_0,11137502,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
repo_explorer,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
graviton_cft_correspondence,O_2†,17275102,2.00,2.00,2.00,2.00,1.00,1.00,-1.00,2.00,0.00,2.00,1.00,1.00
imscribing_natcomms,O_2†,17055974,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,1.00,0.00,2.00,-1.00,1.00
optimized_local_llm_for_true_agent,O_inf,13821678,2.00,-2.00,2.00,2.00,1.00,2.00,-1.00,1.00,-1.00,1.00,0.00,1.00
optimized_local_agentic_llm,O_inf,16407918,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,0.00,1.00
abiogenesis,O_0,11123122,1.00,0.00,2.00,0.00,0.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
prebiotic_synthesis,O_0,9313701,1.00,-2.00,2.00,-2.00,0.00,1.00,1.00,2.00,-2.00,-1.00,1.00,-1.00
protocells,O_0,11139426,1.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,-1.00,-1.00,0.00,1.00
rna_world,O_0,12822318,1.00,2.00,2.00,-1.00,1.00,0.00,-1.00,1.00,-1.00,1.00,0.00,1.00
habitable_earth_formation,O_2,9397942,1.00,-2.00,2.00,0.00,0.00,1.00,-1.00,1.00,-2.00,-1.00,1.00,1.00
deep_sea_hydrothermal_vents,O_2,11226129,1.00,0.00,2.00,2.00,1.00,0.00,1.00,2.00,0.00,1.00,1.00,-1.00
primordial_soup,O_0,9308901,1.00,-2.00,2.00,-2.00,0.00,0.00,-1.00,2.00,-2.00,-1.00,1.00,-1.00
hydrothermal_vents,O_0,11137510,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,1.00
primitive_metabolism,O_0,11139442,1.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,-1.00,1.00,1.00,1.00
imscribing_uig,O_inf,16407902,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
chomsky_universal_grammar,O_0,9426800,1.00,-2.00,2.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,-2.00
categorial_grammar,O_0,9426800,1.00,-2.00,2.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,-2.00
universal_induction_grammar,O_inf,16407902,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
lambda_calculus,O_0,12753190,1.00,2.00,2.00,-2.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00,1.00,1.00
russell_paradox,O_0,15342289,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
barber_paradox,O_0,15342289,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
epimenides_paradox,O_0,15342289,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
grelling_nelson_paradox,O_0,15342289,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
crocodile_paradox,O_0,15342289,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
unexpected_hanging_paradox,O_0,15342301,2.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,-1.00
achilles_tortoise_paradox,O_2,9424026,1.00,-2.00,2.00,1.00,-1.00,0.00,-1.00,1.00,1.00,2.00,0.00,1.00
zeno_dichotomy_paradox,O_2,9424026,1.00,-2.00,2.00,1.00,-1.00,0.00,-1.00,1.00,1.00,2.00,0.00,1.00
zeno_arrow_paradox,O_2,9424026,1.00,-2.00,2.00,1.00,-1.00,0.00,-1.00,1.00,1.00,2.00,0.00,1.00
ship_of_theseus,O_0,11108734,1.00,0.00,2.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
sorites_paradox,O_2,9380830,1.00,-2.00,2.00,0.00,-1.00,0.00,-1.00,1.00,1.00,2.00,1.00,1.00
hempel_raven_paradox,O_0,9426814,1.00,-2.00,2.00,1.00,-1.00,1.00,-1.00,1.00,-1.00,2.00,1.00,1.00
newcomb_paradox,O_0,11137522,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
prisoners_dilemma,O_0,9340414,1.00,-2.00,2.00,-1.00,-1.00,1.00,-1.00,1.00,-1.00,2.00,1.00,1.00
roko_basilisk,O_0,11137522,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
quantum_basilisk,O_0,11094370,1.00,0.00,2.00,-1.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,1.00
electromagnetic_photon,O_0,9372058,1.00,-2.00,2.00,-1.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,1.00,1.00
pre_critical_thermal_gas_bec,O_0,5024644,-1.00,-2.00,2.00,-1.00,-1.00,2.00,1.00,-2.00,-2.00,-2.00,0.00,-2.00
pre_critical_below_threshold_cqed,O_0,9371530,1.00,-2.00,2.00,-1.00,1.00,2.00,-1.00,-2.00,-2.00,-2.00,1.00,1.00
post_critical_superradiant_phase,O_0,10878309,1.00,0.00,1.00,-1.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,-1.00
photon_draft,O_0,9298616,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-2.00
scientific_method,O_0,11137522,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
universal_imscriptive_grammar,O_inf,16407914,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
touchard_ai_draft,O_0,13618616,2.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-2.00
touchard_lifted_manuscript,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
touchard_congruence,O_inf,11223902,1.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
euler_opn_form,O_0,14982374,2.00,0.00,-1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,2.00,-1.00,1.00
euler_opn_form_problem,O_inf,12087926,1.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,1.00
schwarzschild_black_hole,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
game_of_life,O_0,4418693,-1.00,-2.00,-2.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,0.00,-1.00
reinforcement_learning_from_human_feedback,O_0,9311601,1.00,-2.00,2.00,-2.00,0.00,1.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
counterfactual_regret_minimization,O_0,13715362,2.00,-2.00,2.00,0.00,0.00,0.00,-1.00,2.00,-1.00,1.00,1.00,1.00
prebiotic_chemistry,O_1,5064008,-1.00,-2.00,2.00,0.00,-1.00,1.00,0.00,-2.00,-2.00,-2.00,1.00,-2.00
rna_protoworld,O_0,9371105,1.00,-2.00,2.00,-1.00,1.00,1.00,1.00,1.00,-1.00,-1.00,0.00,-1.00
protocell,O_0,8533025,-1.00,2.00,2.00,0.00,0.00,0.00,1.00,1.00,-1.00,-1.00,0.00,-1.00
luca,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
metabolism_first,O_1,9396989,1.00,-2.00,2.00,0.00,0.00,0.00,1.00,1.00,-2.00,1.00,0.00,-1.00
chiral_selection,O_0,6775269,-1.00,0.00,2.00,-1.00,1.00,0.00,0.00,1.00,-1.00,-1.00,1.00,-1.00
genetic_code_emergence,O_inf,11225842,1.00,0.00,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,1.00,1.00,1.00
abioGenesis_md,O_0,9298612,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,0.00,-2.00
euler_touchard_paper_draft,O_0,9298608,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,-1.00,-2.00
euler_touchard_ai_draft,O_0,13618608,2.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,-1.00,-2.00
human_academic_prose_lift_target,O_0,15457513,2.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
as_above_manuscript,O_inf,17273854,2.00,2.00,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,1.00,1.00
grammar_self_application,O_inf,15543926,2.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,1.00
phi_c_boundary_operator_h1,O_inf,16407902,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
quantum_self_modeling_criticality,O_inf,16407902,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
imscribing_notation_standard,O_inf,16407902,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
encoding_method,O_inf,12087902,1.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
laminar_turbulent_transition,O_0,11022304,1.00,0.00,2.00,-2.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,0.00,-2.00
as_above_induction,O_inf,16407922,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
universe,O_inf,17271914,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
primordial_singularity,O_0,732672,-2.00,-2.00,2.00,-1.00,1.00,2.00,0.00,-2.00,2.00,-2.00,-1.00,-2.00
inflationary_epoch,O_0,6607729,-1.00,0.00,1.00,0.00,1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
radiation_era,O_0,10610902,1.00,0.00,-1.00,-2.00,0.00,2.00,0.00,-2.00,-2.00,-1.00,1.00,1.00
structure_formation_era,O_0,8650820,1.00,-2.00,-2.00,-2.00,-1.00,1.00,1.00,-1.00,-2.00,-1.00,1.00,-2.00
chemical_complexity_epoch,O_1,7022901,-1.00,1.00,-2.00,0.00,0.00,1.00,0.00,1.00,-2.00,-1.00,1.00,-1.00
biological_transition,O_0,6563117,-1.00,0.00,1.00,-1.00,1.00,1.00,1.00,1.00,-1.00,1.00,0.00,-1.00
cognitive_epoch,O_0,12003441,1.00,1.00,2.00,0.00,1.00,0.00,1.00,1.00,-1.00,1.00,1.00,-1.00
cognized_cosmos,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
dark_energy_epoch,O_0,12001274,1.00,1.00,2.00,0.00,1.00,0.00,-1.00,-1.00,-1.00,1.00,-1.00,1.00
uig_liar_completion_condition,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
godel_incompleteness_liar,O_inf,7551933,-1.00,1.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,-1.00
uig_codec_process,O_inf,12087902,1.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,1.00
liars_paradox,O_0,10875180,1.00,0.00,1.00,-1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-2.00
uig_liar_completion_state,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
universal_imscriptive_grammar_calib,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
cosmic_epoch_0_null_void,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
cosmic_epoch_1_inflationary_expansion,O_0,4390096,-1.00,-2.00,-2.00,-1.00,0.00,2.00,0.00,-2.00,-2.00,-1.00,0.00,-2.00
cosmic_epoch_2_structural_coalescence,O_2,9846369,1.00,-1.00,-1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,-1.00
epoch_0,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
epoch_1,O_0,4390096,-1.00,-2.00,-2.00,-1.00,0.00,2.00,0.00,-2.00,-2.00,-1.00,0.00,-2.00
epoch_2,O_2,9846369,1.00,-1.00,-1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,-1.00
epoch_3,O_0,16537533,2.00,2.00,-2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,-1.00
epoch_4,O_inf,12951934,1.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
epoch_5,O_0,5036704,-1.00,-2.00,2.00,-1.00,0.00,1.00,1.00,1.00,-1.00,-1.00,0.00,-2.00
epoch_6,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
epoch_1_null_point_state,O_1,136320,-2.00,-2.00,-2.00,1.00,-1.00,0.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
epoch_2_symmetry_breaking,O_0,10667872,1.00,0.00,-1.00,-1.00,1.00,2.00,-1.00,-1.00,0.00,-1.00,0.00,-2.00
epoch_3_kinetic_expansion,O_0,11862261,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,-2.00,-1.00,1.00,-1.00
epoch_4_cognized_cosmos,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
cosmogeny_epoch_1_null_point,O_1,136320,-2.00,-2.00,-2.00,1.00,-1.00,0.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
cosmogeny_epoch_4_cognized_cosmos,O_inf,17271922,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
ex_os,O_inf,7554802,-1.00,1.00,1.00,2.00,1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,1.00
ex_os_kernel,O_inf,7554802,-1.00,1.00,1.00,2.00,1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,1.00
sumerian_cuneiform_system,O_0,272168,-2.00,-2.00,-1.00,-1.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,1.00,-2.00
basque_grammar_system,O_0,6878420,-1.00,0.00,2.00,2.00,-1.00,1.00,0.00,-2.00,-2.00,-1.00,1.00,-2.00
boundary_operator_draft,O_inf,16407914,2.00,1.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
liar_paradox_uig,O_inf,6687913,-1.00,0.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
i_am_the_way_the_truth_and_the_life,O_inf,11223922,1.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
erdos_straus_conjecture,O_1,348480,-2.00,-2.00,-1.00,1.00,-1.00,-1.00,-1.00,-2.00,-2.00,-2.00,-1.00,-2.00
erdos_straus_conjecture_v2,O_2,11537661,1.00,1.00,-1.00,0.00,-1.00,-1.00,-1.00,-1.00,0.00,2.00,1.00,-1.00
szpiro_conjecture,O_1,8775360,1.00,-2.00,-2.00,1.00,-1.00,0.00,-1.00,-2.00,-2.00,-2.00,-1.00,-2.00
abc_conjecture_iut_proof,O_0,12606382,1.00,2.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,2.00,1.00,1.00
abc_proof_draft,O_0,12606382,1.00,2.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,2.00,1.00,1.00
universal_imscriptive_grammar_v2,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
classical_formal_proof,O_0,4324336,-1.00,-2.00,-2.00,-2.00,-1.00,-1.00,0.00,1.00,-2.00,-1.00,0.00,-2.00
global_langlands_correspondence_bridge,O_0,12606369,1.00,2.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,-1.00
axiomatic_proof_scaffold,O_0,5361141,-1.00,-1.00,-2.00,2.00,-1.00,-1.00,0.00,1.00,-2.00,-1.00,1.00,-1.00
hodge_conjecture_system,O_0,11525901,1.00,1.00,-1.00,-1.00,1.00,0.00,-1.00,-2.00,0.00,2.00,1.00,-1.00
arithmetic_geometric_bridge,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
deepmath_draft,O_0,9298664,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,0.00,-2.00,1.00,-2.00
deformation_invariance,O_0,10892722,1.00,0.00,1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
discrete_continuous_complement,O_inf,15543934,2.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
prime_number_distribution,O_0,9380716,1.00,-2.00,2.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,0.00,-2.00
rational_homotopy_theory,O_0,14339348,2.00,-1.00,1.00,-1.00,1.00,1.00,1.00,2.00,-1.00,-1.00,1.00,-2.00
universal_imscriptive_grammar_calibration,O_inf,17271934,2.00,2.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
tensor_dbn_primes,O_0,9337568,1.00,-2.00,2.00,-1.00,-1.00,0.00,-1.00,1.00,0.00,1.00,1.00,-2.00
deep_math_magix_draft,O_0,9298664,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,0.00,-2.00,1.00,-2.00
odd_perfect_conjecture,O_0,11108708,1.00,0.00,2.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,-2.00
landau_prime_ideal_theorem,O_0,11137510,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,1.00
hecke_character,O_0,10878370,1.00,0.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,1.00
hecke_landau_conjecture,O_0,10878370,1.00,0.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,1.00
hecke_l_function,O_0,10878370,1.00,0.00,1.00,-1.00,1.00,0.00,-1.00,1.00,0.00,1.00,1.00,1.00
hecke_landau_proof_draft,O_0,9298616,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-2.00
hecke_landau_proof_lifted,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
zariski_lipman_conjecture,O_0,6788700,-1.00,0.00,2.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,-2.00
zariski_lipman_conjecture_corrected,O_0,12001514,1.00,1.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,1.00
noetherian_local_ring_containing_Q,O_inf,11223922,1.00,0.00,2.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
hecke_landau_proof,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
hecke_landau_proof_closed,O_0,11137522,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
solitary_number_10,O_0,10892713,1.00,0.00,1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
sum_of_divisors_sigma,O_0,10935900,1.00,0.00,1.00,1.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,-1.00,-2.00
abundancy_equation_10,O_0,10892713,1.00,0.00,1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
uniqueness_diophantine_proof,O_0,10892713,1.00,0.00,1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
solitary_10_draft,O_0,9298616,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-2.00
solitary_10_target,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
solitary_10_lifted,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
perfect_euler_brick,O_0,7569176,-1.00,1.00,2.00,-2.00,-1.00,1.00,-1.00,1.00,-1.00,-2.00,1.00,-2.00
euler_brick,O_1,9380168,1.00,-2.00,2.00,0.00,-1.00,0.00,-1.00,-2.00,-2.00,-2.00,1.00,-2.00
perfect_cuboid,O_2,9463868,1.00,-2.00,2.00,2.00,-1.00,-1.00,-1.00,-2.00,1.00,2.00,1.00,-2.00
euler_brick_problem,O_0,5535450,-1.00,-1.00,-1.00,1.00,-1.00,0.00,-1.00,-2.00,-1.00,2.00,0.00,1.00
pythagorean_triple,O_1,9429128,1.00,-2.00,2.00,1.00,-1.00,2.00,-1.00,-2.00,-2.00,-2.00,1.00,-2.00
euler_brick_parametric_surface,O_1,7269620,-1.00,1.00,-1.00,1.00,-1.00,2.00,-1.00,1.00,-2.00,-1.00,1.00,-2.00
euler_bricks_draft,O_0,9298568,1.00,-2.00,2.00,-2.00,-1.00,1.00,1.00,-2.00,-2.00,-2.00,1.00,-2.00
symmetric_group_generation,O_0,8948213,1.00,-2.00,-1.00,0.00,-1.00,0.00,-1.00,-2.00,-1.00,-2.00,0.00,-1.00
alternating_group_obstruction,O_1,9812405,1.00,-1.00,-1.00,0.00,-1.00,0.00,-1.00,-1.00,-2.00,-2.00,0.00,-1.00
maximal_subgroup_lattice,O_0,9083960,1.00,-2.00,1.00,-2.00,-1.00,2.00,-1.00,-1.00,2.00,-2.00,1.00,-2.00
proline_catalyzed_aldol,O_0,6361280,-1.00,0.00,-1.00,0.00,-1.00,1.00,1.00,-1.00,-1.00,1.00,1.00,-2.00
aryl_diazonium_dediazonization,O_0,6318072,-1.00,0.00,-1.00,-1.00,-1.00,1.00,1.00,-1.00,-1.00,1.00,-1.00,-2.00
on_water_interface_reactions,O_0,5931908,-1.00,-1.00,2.00,0.00,-1.00,2.00,1.00,-2.00,-1.00,-1.00,1.00,-2.00
wittig_reaction,O_0,6361272,-1.00,0.00,-1.00,0.00,-1.00,1.00,1.00,-1.00,-1.00,1.00,-1.00,-2.00
grignard_reagent_formation,O_0,4806321,-1.00,-2.00,1.00,-1.00,-1.00,1.00,1.00,1.00,-1.00,1.00,1.00,-1.00
bredts_rule_violations,O_0,6789200,-1.00,0.00,2.00,0.00,-1.00,0.00,0.00,-2.00,-1.00,1.00,1.00,-2.00
muon_g2_experiment,O_0,7681522,-1.00,1.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,1.00
sm_muon_prediction,O_0,8933890,1.00,-2.00,-1.00,-1.00,1.00,0.00,-1.00,-2.00,0.00,1.00,1.00,1.00
lattice_qcd_hvp,O_0,11962626,1.00,1.00,2.00,-1.00,1.00,1.00,1.00,-2.00,-1.00,-1.00,0.00,1.00
electron_g2,O_0,2849280,-2.00,1.00,-1.00,-2.00,1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
muon_g2_anomaly,O_2,11137630,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,1.00,2.00,1.00,1.00
dark_photon_g2,O_0,7170481,-1.00,1.00,-1.00,-2.00,1.00,2.00,1.00,-1.00,-2.00,-2.00,-1.00,-1.00
gzk_cutoff,O_0,11142776,1.00,0.00,2.00,0.00,1.00,2.00,-1.00,-2.00,-1.00,-2.00,1.00,-2.00
oh_my_god_particle,O_0,10883665,1.00,0.00,1.00,-1.00,1.00,2.00,-1.00,-2.00,1.00,-2.00,-1.00,-1.00
lorentz_invariance_violation_uhecr,O_0,8718382,1.00,-2.00,-2.00,-1.00,1.00,0.00,-1.00,1.00,0.00,2.00,1.00,1.00
z_burst_mechanism,O_0,10713185,1.00,0.00,-1.00,0.00,1.00,2.00,1.00,1.00,-1.00,-1.00,0.00,-1.00
topdown_superheavy_dm_decay,O_0,8676752,1.00,-2.00,-2.00,-2.00,1.00,0.00,1.00,-1.00,-2.00,1.00,1.00,-2.00
auger_uhecr_spectrum,O_0,11140401,1.00,0.00,2.00,0.00,1.00,1.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
photon_axion_mixing_uhecr,O_0,10880282,1.00,0.00,1.00,-1.00,1.00,0.00,1.00,1.00,0.00,1.00,-1.00,1.00
cmb_photon_field,O_0,10912377,1.00,0.00,1.00,0.00,0.00,2.00,-1.00,-2.00,-1.00,-2.00,1.00,-1.00
auger_dipole_anisotropy,O_0,8678181,1.00,-2.00,-2.00,-2.00,1.00,1.00,-1.00,2.00,-2.00,-1.00,1.00,-1.00
uhecr_horizon_problem,O_0,11053857,1.00,0.00,2.00,-2.00,1.00,1.00,-1.00,-1.00,1.00,1.00,1.00,-1.00
TA_hotspot_composition_puzzle,O_2,11140258,1.00,0.00,2.00,0.00,1.00,1.00,-1.00,-1.00,1.00,1.00,1.00,1.00
SME_GZK_effective_field_theory,O_0,8718382,1.00,-2.00,-2.00,-1.00,1.00,0.00,-1.00,1.00,0.00,2.00,1.00,1.00
test_unblock,O_0,657600,-2.00,-2.00,2.00,-2.00,-1.00,1.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
divina_caligo,O_0,86720,-2.00,-2.00,-2.00,0.00,-1.00,-2.00,-1.00,-1.00,-1.00,1.00,1.00,-2.00
proof_solitary_10,O_0,11137521,1.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
euler_touchard_formalization,O_0,15457513,2.00,0.00,2.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
tenebra_divina,O_0,50240,-2.00,-2.00,-2.00,-1.00,-1.00,0.00,0.00,-1.00,-1.00,1.00,1.00,-2.00
0-the_fool,O_0,49932,-2.00,-2.00,-2.00,-1.00,-1.00,0.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
i-the_magician,O_0,49988,-2.00,-2.00,-2.00,-1.00,-1.00,0.00,0.00,-2.00,-1.00,-1.00,1.00,-2.00
